Transaction_ID,Customer_ID,Name,Email,Address,State,Country,Age,Gender,Income,Customer_Segment,Date,Year,Month,Total_Purchases,Amount,Total Sales,Product_Category,Product_Brand,Product_Type,Feedback,Payment_Method,Order_Status,Ratings,products
9856450,85384,Claudia White DVM,Sharon28@gmail.com,923 Brittany Glen Suite 718,England,UK,21,Female,Medium,Regular,7/21/2023,2023,July,8,410.74,1232.21,Home Decor,IKEA,Furniture,Excellent,Cash,Shipped,4,Desk
6178552,88041,Kristin Armstrong,Jacob52@gmail.com,59491 Cheryl Ports Suite 592,England,UK,21,Female,Medium,Regular,11/29/2023,2023,November,9,63.64,445.47,Home Decor,IKEA,Lighting,Good,Cash,Processing,3,Under cabinet lighting
9483772,32876,Melanie Wolfe,Steven57@gmail.com,83830 Samuel Fords,England,UK,21,Male,Medium,Regular,9/17/2023,2023,September,10,406.35,2844.42,Books,HarperCollins,Non-Fiction,Good,Debit Card,Shipped,4,Travel
9348768,75362,Cynthia Ramos,Brandon44@gmail.com,3906 Nelson Landing,England,UK,21,Female,Medium,Regular,4/19/2023,2023,April,3,451.19,1804.77,Home Decor,IKEA,Furniture,Excellent,Debit Card,Delivered,5,Coffee table
4062161,43029,Erica Duncan,Travis77@gmail.com,593 Tara Trafficway Suite 500,England,UK,21,Female,Medium,Regular,1/30/2024,2024,January,10,285.92,1429.6,Books,HarperCollins,Thriller,Excellent,Credit Card,Delivered,4,Detective
8922504,79396,Amy Perry,Patrick33@gmail.com,935 Frank Walk,England,UK,21,Female,Medium,Regular,6/10/2023,2023,June,3,382.79,1148.37,Books,Penguin Books,Non-Fiction,Excellent,Credit Card,Pending,4,Psychology
6989258,13624,Mary Chandler,Tiffany4@gmail.com,225 Cheryl Lodge Suite 680,England,UK,21,Male,Medium,Regular,9/8/2023,2023,September,7,373.44,746.89,Grocery,Pepsi,Juice,Excellent,Credit Card,Pending,5,Mixed fruit juice
1416880,50952,Joseph Johnston,Terrance82@gmail.com,642 Murphy Road Apt. 751,England,UK,21,Female,Medium,Regular,2/15/2024,2024,February,9,135.92,407.75,Books,Penguin Books,Fiction,Good,Cash,Processing,3,Dystopian
4914271,39774,Mariah Stout,Kaitlyn56@gmail.com,064 Anthony Glen,England,UK,21,Male,Medium,Regular,6/8/2023,2023,June,4,84.1,252.3,Books,Penguin Books,Non-Fiction,Excellent,Credit Card,Shipped,4,Science
9522287,47967,Jessica Foster,Todd94@gmail.com,72284 Nicole Path,England,UK,21,Female,Medium,Regular,11/12/2023,2023,November,7,359.04,2154.25,Books,Random House,Fiction,Good,Debit Card,Delivered,4,Literary fiction
9268716,64291,Adam Copeland,Jennifer74@gmail.com,291 Tara Green,England,UK,21,Female,Medium,Regular,1/24/2024,2024,January,7,452.53,3620.24,Grocery,Coca-Cola,Soft Drink,Good,Credit Card,Processing,3,Root beer
3318647,59623,William Robles,Christina92@gmail.com,9586 Park Ways,England,UK,21,Female,Medium,Regular,1/18/2024,2024,January,2,156.06,624.24,Home Decor,IKEA,Decorations,Good,Cash,Shipped,4,Candles
3808108,27791,Joseph Leach,Nichole36@gmail.com,099 Berry Forge Suite 795,England,UK,21,Male,Medium,Regular,3/31/2023,2023,March,1,22.14,177.13,Clothing,Adidas,T-shirt,Average,Debit Card,Pending,2,Graphic tee
5215087,40139,Nancy Tanner,Alyssa61@gmail.com,51705 Gregory Plains,England,UK,21,Female,Medium,Regular,4/18/2023,2023,April,2,36.14,361.37,Grocery,Pepsi,Juice,Good,Debit Card,Pending,4,Orange juice
1816800,53211,Allison Gonzalez,Kristina48@gmail.com,2013 Michele Motorway,England,UK,21,Male,Medium,Regular,7/22/2023,2023,July,2,344.4,1033.2,Home Decor,Bed Bath & Beyond,Bedding,Good,Cash,Pending,3,Throw pillow
2148044,11806,Paige Braun,Christopher65@gmail.com,6244 Brandon Plaza,England,UK,21,Male,Medium,Regular,4/30/2023,2023,April,5,31.12,248.92,Grocery,Pepsi,Juice,Good,Credit Card,Processing,3,Pineapple juice
2634129,79157,Danielle Campbell,Matthew79@gmail.com,829 Crawford Meadow Apt. 785,England,UK,21,Male,Medium,Regular,4/16/2023,2023,April,10,363.3,2906.44,Electronics,Samsung,Smartphone,Good,PayPal,Delivered,4,LG G
6456677,36915,Brian Stephenson,Lisa76@gmail.com,1513 Jared Tunnel Apt. 925,England,UK,21,Male,Medium,Regular,3/10/2023,2023,March,2,197.4,1973.98,Home Decor,Bed Bath & Beyond,Bathroom,Excellent,Cash,Pending,5,Toilet paper holder
2233557,16997,Patricia Melendez,Adrienne45@gmail.com,1354 Coleman Stravenue,England,UK,21,Male,Medium,Regular,5/13/2023,2023,May,5,128.44,385.32,Grocery,Coca-Cola,Soft Drink,Good,Cash,Pending,3,Root beer
7222183,77035,Brandon Murphy,Bianca26@gmail.com,92072 Justin Alley,England,UK,21,Male,Medium,Regular,5/16/2023,2023,May,6,22.11,66.33,Clothing,Adidas,T-shirt,Excellent,Cash,Delivered,4,V-neck tee
2996254,16809,Kara Sparks,Richard27@gmail.com,13550 Rogers Crossroad Apt. 099,England,UK,21,Male,Medium,Regular,7/8/2023,2023,July,1,422.74,4227.37,Books,Random House,Non-Fiction,Good,PayPal,Pending,3,Self-help
9871832,83453,Angelica Little,Scott23@gmail.com,9728 Miller Greens Apt. 085,England,UK,21,Male,Medium,Regular,2/19/2024,2024,February,3,465.43,2792.61,Home Decor,Bed Bath & Beyond,Kitchen,Good,PayPal,Delivered,3,Stove
1861563,90888,Donna Freeman,Benjamin68@gmail.com,185 Hansen Glens Suite 016,England,UK,21,Female,Medium,Regular,10/2/2023,2023,October,1,200,200,Grocery,Nestle,Coffee,Excellent,Debit Card,Shipped,5,Instant coffee
9904840,64205,Samuel Sloan,Wendy42@gmail.com,6107 Stephanie Glen Apt. 098,England,UK,21,Male,Medium,Regular,4/9/2023,2023,April,1,269.06,269.06,Grocery,Nestle,Coffee,Average,PayPal,Processing,2,Cappuccino
6471801,64954,Linda Jordan,Karen8@gmail.com,63468 Angela Camp Apt. 507,England,UK,21,Female,Medium,Regular,11/2/2023,2023,November,7,361.57,3254.13,Grocery,Pepsi,Soft Drink,Excellent,Credit Card,Pending,5,Ginger ale
7379388,37471,Molly Lewis,Courtney89@gmail.com,3743 Moyer Curve,England,UK,21,Male,Medium,Regular,7/2/2023,2023,July,4,317.44,952.33,Clothing,Nike,Shoes,Good,Debit Card,Shipped,3,Loafers
8677136,88001,Nicole Novak,Pam27@gmail.com,507 Darren Rapid,England,UK,21,Male,Medium,Regular,5/19/2023,2023,May,8,43.58,305.09,Clothing,Nike,T-shirt,Good,Credit Card,Shipped,4,Scoop neck tee
5383534,17016,Dana Vasquez,Ashley71@gmail.com,33157 Shaw Dale Suite 696,England,UK,21,Female,Medium,Regular,12/28/2023,2023,December,5,206.95,206.95,Home Decor,IKEA,Decorations,Good,PayPal,Shipped,4,Wall art
2520260,77140,Sarah Sharp,Michael49@gmail.com,82391 Travis Estate Suite 257,England,UK,21,Female,Medium,Regular,6/19/2023,2023,June,9,283.63,2269.02,Electronics,Apple,Tablet,Good,PayPal,Pending,4,Acer Iconia Tab
2097176,72994,John Lee,Jerome9@gmail.com,633 Cassandra Freeway,England,UK,21,Female,Medium,Regular,6/27/2023,2023,June,7,53.79,484.13,Clothing,Adidas,Shoes,Excellent,Cash,Processing,5,Sneakers
4709992,84759,Patrick Gill,Dominic71@gmail.com,7874 Denise Lights Apt. 480,England,UK,21,Male,Medium,Regular,6/29/2023,2023,June,2,414.13,3727.18,Books,Random House,Literature,Good,PayPal,Delivered,3,Contemporary literature
1372412,23912,William Dean,Bruce74@gmail.com,57918 Charles Mount Apt. 973,England,UK,21,Male,Medium,Regular,4/17/2023,2023,April,7,143.13,429.4,Electronics,Sony,Headphones,Good,Credit Card,Pending,3,Bluetooth headphones
6349538,75399,Adam Nash,Heather48@gmail.com,95375 Perez Crescent,England,UK,21,Female,Medium,Regular,10/17/2023,2023,October,5,153.79,1537.86,Grocery,Pepsi,Water,Good,Cash,Processing,3,Mineral water
6759114,52850,John Rich,Robert87@gmail.com,744 Peterson Parkways Suite 162,England,UK,21,Female,Medium,Regular,8/12/2023,2023,August,3,336.04,672.08,Clothing,Nike,Shoes,Good,Cash,Processing,3,Boots
5907996,11622,Andrew Harrison,Tracy63@gmail.com,61696 Thomas Circle,England,UK,21,Male,Medium,Regular,5/1/2023,2023,May,6,149.72,1347.46,Home Decor,Bed Bath & Beyond,Bedding,Good,Debit Card,Pending,3,Bed sheet set
2036056,54771,Ernest Green,Kevin37@gmail.com,9112 Brown Streets,England,UK,21,Male,Medium,Regular,7/12/2023,2023,July,8,468.29,2341.43,Home Decor,IKEA,Lighting,Excellent,Debit Card,Pending,4,Pendant lights
1355132,79186,Brittany Moore,Arthur77@gmail.com,1699 Gamble Ports Suite 223,England,UK,21,Male,Medium,Regular,5/15/2023,2023,May,5,309.13,2163.94,Clothing,Zara,Dress,Excellent,Credit Card,Delivered,4,Bodycon dress
6799667,95355,Justin Herrera,Andrea90@gmail.com,55795 Garcia Field Apt. 477,England,UK,21,Female,Medium,Regular,5/18/2023,2023,May,4,42.34,338.74,Clothing,Zara,Jeans,Good,PayPal,Pending,3,Flare jeans
6503390,11341,Terry Miller,Stephen57@gmail.com,668 Samuel Rapid,England,UK,21,Male,Medium,Regular,10/31/2023,2023,October,8,254.83,254.83,Books,Random House,Fiction,Good,Credit Card,Processing,3,Romance
1622053,97562,Lori Roberts,Jose46@gmail.com,96439 Blackwell Run Suite 081,England,UK,21,Female,Medium,Regular,9/28/2023,2023,September,4,435.94,1743.75,Grocery,Nestle,Chocolate,Average,Credit Card,Pending,2,Chocolate mousse
7800441,80990,Tabitha Bryant,Kelly97@gmail.com,116 Turner Springs Apt. 501,England,UK,21,Female,Medium,Regular,1/24/2024,2024,January,10,201.26,1207.55,Electronics,Samsung,Smartphone,Good,Credit Card,Processing,4,Google Pixel
4312095,68104,Trevor Hutchinson,Laura40@gmail.com,7542 Kelsey Cliff,England,UK,21,Male,Medium,Regular,3/24/2023,2023,March,2,161.75,1132.25,Electronics,Apple,Smartphone,Average,PayPal,Pending,2,Motorola Moto
9732774,32703,Spencer Brown,Steven92@gmail.com,56005 Tammy Shore,England,UK,21,Male,Medium,Regular,4/22/2023,2023,April,4,360.04,1800.22,Books,Random House,Literature,Excellent,Debit Card,Processing,4,Modern literature
5473139,52442,Dustin Hopkins,Melissa3@gmail.com,552 Castro Mountain,England,UK,21,Female,Medium,Regular,2/4/2024,2024,February,10,165.94,1327.51,Electronics,Apple,Laptop,Excellent,Credit Card,Pending,4,MacBook
5800749,68417,Timothy Berry,William83@gmail.com,4768 Johnson Crossroad Suite 407,England,UK,21,Male,Medium,Regular,8/27/2023,2023,August,4,185.37,1668.35,Clothing,Adidas,Jacket,Excellent,Debit Card,Processing,4,Denim jacket
6308047,53016,Rebecca Bray,Carl80@gmail.com,2272 Villa River Apt. 527,England,UK,21,Female,Medium,Regular,7/30/2023,2023,July,1,20.77,207.66,Home Decor,Bed Bath & Beyond,Bathroom,Average,Credit Card,Processing,2,Soap dispenser
5778442,89856,Paul Brown,Omar60@gmail.com,7669 Stevens Ports Suite 369,England,UK,21,Female,Medium,Regular,9/13/2023,2023,September,8,46.33,138.99,Clothing,Adidas,Jacket,Average,Debit Card,Shipped,2,Trench coat
1109745,53297,Gregory Mcdonald,Amber38@gmail.com,9707 Raymond Trafficway,England,UK,21,Male,Medium,Regular,12/29/2023,2023,December,4,304.97,3049.66,Home Decor,Home Depot,Decorations,Good,Debit Card,Pending,4,Rugs
2717339,88746,Stephen Wilson,Timothy44@gmail.com,383 Tran Ferry Apt. 984,England,UK,21,Male,Medium,Regular,4/18/2023,2023,April,10,303.07,909.22,Grocery,Nestle,Chocolate,Good,Cash,Delivered,4,Chocolate cookies
7324212,99434,Monica Flynn,Charles69@gmail.com,226 Cooper Village Suite 557,England,UK,21,Female,Medium,Regular,10/12/2023,2023,October,3,422.51,2957.55,Home Decor,Bed Bath & Beyond,Bathroom,Good,PayPal,Processing,3,Toilet
7110695,58828,Jorge Brown,Bryce12@gmail.com,38302 Williams Views,England,UK,21,Male,Medium,Regular,7/11/2023,2023,July,9,227.59,2048.28,Electronics,Sony,Television,Good,Cash,Shipped,3,Curved TV
9818611,74028,Joseph Patterson,Steve63@gmail.com,499 Warner Hollow,England,UK,21,Male,Medium,Regular,3/8/2023,2023,March,3,46.22,184.86,Books,HarperCollins,Non-Fiction,Good,Credit Card,Processing,3,Cooking
5800597,24112,Samuel Gross,Amanda9@gmail.com,89853 Rhodes Square Suite 737,England,UK,21,Male,Medium,Regular,6/21/2023,2023,June,6,174.48,1221.34,Grocery,Nestle,Chocolate,Good,Debit Card,Shipped,3,Chocolate bars
9995752,91513,Andrew Mack,Eric25@gmail.com,8556 Phillips Ways Suite 758,England,UK,21,Male,Medium,Regular,3/1/2023,2023,March,8,342.46,2397.2,Clothing,Zara,Jeans,Good,Debit Card,Pending,4,Boyfriend jeans
8973177,69603,Dale White,Thomas22@gmail.com,48353 Schmidt Grove Suite 290,England,UK,21,Female,Medium,Regular,12/30/2023,2023,December,8,248.14,496.29,Books,Random House,Non-Fiction,Excellent,PayPal,Processing,5,Science
3895043,82522,Andrea Alexander,Paula79@gmail.com,838 Olsen Lights Apt. 850,England,UK,21,Male,Medium,Regular,1/31/2024,2024,January,4,168.89,168.89,Clothing,Zara,Dress,Good,Credit Card,Delivered,3,Maxi dress
2408578,71010,James Singleton,Justin34@gmail.com,80462 Gardner Key Suite 863,England,UK,21,Female,Medium,Regular,8/26/2023,2023,August,1,157.14,314.29,Books,HarperCollins,Non-Fiction,Average,PayPal,Shipped,2,Business
5028009,57427,Dennis Brown,Austin14@gmail.com,28035 Moore Springs Suite 613,England,UK,21,Female,Medium,Regular,5/12/2023,2023,May,1,426.57,853.14,Grocery,Nestle,Coffee,Good,PayPal,Delivered,4,Affogato
4053101,87705,Sarah Ruiz,James20@gmail.com,872 Ashley Gateway,England,UK,21,Female,Medium,Regular,2/15/2024,2024,February,4,208.44,1042.18,Clothing,Nike,Shoes,Average,Credit Card,Shipped,2,Sneakers
4841439,75511,Megan Schmidt,Eric11@gmail.com,6751 Gordon Lake,England,UK,21,Male,Medium,Regular,12/6/2023,2023,December,3,296.45,2964.48,Electronics,Sony,Headphones,Good,Cash,Pending,3,Bluetooth headphones
1992864,33124,Diana Ferguson,Kevin20@gmail.com,761 James Way Apt. 114,England,UK,21,Female,Medium,Regular,12/8/2023,2023,December,5,450.22,900.45,Home Decor,Bed Bath & Beyond,Kitchen,Good,PayPal,Processing,3,Food processor
2272872,77084,Larry Phillips,Cory82@gmail.com,008 Warren Trafficway Apt. 398,England,UK,21,Female,Medium,Regular,4/23/2023,2023,April,2,219.32,1096.6,Home Decor,Home Depot,Decorations,Excellent,Credit Card,Delivered,4,Wall art
9032108,12979,Vincent Frazier,Zachary64@gmail.com,527 Olivia Canyon Apt. 459,England,UK,21,Male,Medium,Regular,8/12/2023,2023,August,7,264.16,1584.97,Grocery,Nestle,Chocolate,Excellent,Cash,Delivered,5,Dark chocolate
6728868,58808,James James,Lawrence27@gmail.com,45814 Douglas Ways,England,UK,21,Female,Medium,Regular,12/1/2023,2023,December,6,417.87,417.87,Electronics,Samsung,Television,Average,Cash,Delivered,2,Android TV
9429159,21683,Kelly Levine,Jonathan40@gmail.com,5598 Dominique Club Suite 180,England,UK,21,Male,Medium,Regular,1/22/2024,2024,January,7,85.3,255.91,Home Decor,Bed Bath & Beyond,Bathroom,Good,Credit Card,Pending,3,Toilet paper holder
6785041,10019,John King,Phillip99@gmail.com,9484 Darius Grove Apt. 938,England,UK,21,Male,Medium,Regular,3/27/2023,2023,March,3,323.36,323.36,Electronics,Samsung,Smartphone,Good,Debit Card,Pending,4,Nokia
2075444,17506,Kari Evans,Patricia95@gmail.com,2737 Danny Stravenue,England,UK,21,Female,Medium,Regular,8/22/2023,2023,August,2,356.2,356.2,Home Decor,IKEA,Lighting,Good,Cash,Delivered,3,Track lighting
4993238,13012,Megan Porter,Kathy28@gmail.com,70863 Michael Shores Apt. 205,England,UK,21,Female,Medium,Regular,12/30/2023,2023,December,8,64.86,453.99,Home Decor,IKEA,Decorations,Excellent,PayPal,Shipped,5,Mirrors
9416764,36808,Shawn Davis,Misty44@gmail.com,090 Thomas Corners Suite 976,England,UK,21,Male,Medium,Regular,5/3/2023,2023,May,3,79.02,316.06,Clothing,Zara,Shirt,Good,Debit Card,Processing,4,Flannel shirt
8550381,98381,Tasha Armstrong,Keith71@gmail.com,1568 Jennifer Pass,England,UK,21,Female,Medium,Regular,4/15/2023,2023,April,8,460.53,3684.22,Clothing,Nike,Shorts,Average,Debit Card,Shipped,2,Board shorts
4778603,34794,Angela Williams,Jeremiah85@gmail.com,167 Smith Road Suite 438,England,UK,21,Female,Medium,Regular,1/1/2024,2024,January,2,412.86,2064.3,Electronics,Sony,Smartphone,Excellent,Debit Card,Shipped,5,LG G
8528571,52644,Donna Scott,John22@gmail.com,604 Mark Throughway Suite 478,England,UK,21,Female,Medium,Regular,4/21/2023,2023,April,8,34.88,313.93,Books,Penguin Books,Children's,Average,PayPal,Shipped,2,Toys
2168283,34941,Thomas Jones,Stephanie96@gmail.com,6490 Gomez Circle Apt. 993,England,UK,21,Female,Medium,Regular,6/3/2023,2023,June,6,212.9,1490.31,Grocery,Pepsi,Juice,Excellent,Debit Card,Shipped,4,Grapefruit juice
4411124,32130,Michelle Simmons,Richard20@gmail.com,8311 Cynthia Mountain Suite 491,England,UK,21,Male,Medium,Regular,9/18/2023,2023,September,4,303.96,607.91,Electronics,Sony,Television,Excellent,Debit Card,Pending,4,OLED TV
5263900,57171,Angela Smith,Julia72@gmail.com,3276 Luis Radial,England,UK,21,Male,Medium,Regular,6/16/2023,2023,June,9,362.26,724.52,Home Decor,Bed Bath & Beyond,Bedding,Good,Cash,Shipped,3,Blanket
2490492,98761,Shane Davis,Morgan22@gmail.com,4001 Turner Ramp Apt. 480,England,UK,21,Male,Medium,Regular,5/15/2023,2023,May,7,105.02,735.12,Home Decor,IKEA,Decorations,Excellent,PayPal,Processing,5,Picture frames
7792292,94501,Jeffery Reynolds,Edwin82@gmail.com,500 Christopher Cove Apt. 419,England,UK,21,Male,Medium,Regular,2/2/2024,2024,February,6,186.01,930.03,Home Decor,Home Depot,Decorations,Good,Debit Card,Delivered,3,Candles
2208281,85388,Christian Walls,Joel64@gmail.com,6743 Danielle Turnpike Apt. 114,England,UK,21,Male,Medium,Regular,9/10/2023,2023,September,6,111.72,335.16,Home Decor,Bed Bath & Beyond,Kitchen,Good,Debit Card,Shipped,4,Coffee maker
3220623,57751,Megan Rice,Bianca17@gmail.com,5054 Smith Bridge,England,UK,21,Female,Medium,Regular,4/10/2023,2023,April,1,78.73,472.39,Books,Random House,Literature,Good,Cash,Shipped,3,Anthologies
9115442,80864,Claire Paul,Tracy26@gmail.com,939 Smith Row Suite 029,England,UK,21,Male,Medium,Regular,1/13/2024,2024,January,1,340.93,2727.46,Clothing,Nike,Shorts,Average,Credit Card,Delivered,2,Board shorts
2877683,67581,Craig Peterson,Justin92@gmail.com,79548 Robert Harbor Apt. 460,England,UK,21,Female,Medium,Regular,12/1/2023,2023,December,7,429.84,2149.19,Grocery,Nestle,Coffee,Good,Debit Card,Processing,3,Macchiato
5145702,90329,Jessica Brown,Kimberly64@gmail.com,55713 Sweeney Street,England,UK,21,Male,Medium,Regular,5/7/2023,2023,May,6,34.88,139.51,Clothing,Nike,Shorts,Excellent,PayPal,Processing,4,Cycling shorts
8620650,17098,Mindy Tanner,Elizabeth91@gmail.com,6970 Bright Pines,England,UK,21,Male,Medium,Regular,12/15/2023,2023,December,10,399.75,3197.99,Clothing,Nike,T-shirt,Good,PayPal,Delivered,3,Crop top
9778862,99736,Justin Perez,Justin40@gmail.com,947 Gibbs Course,England,UK,21,Female,Medium,Regular,7/9/2023,2023,July,5,272.97,1091.88,Grocery,Nestle,Snacks,Average,PayPal,Processing,2,Beef jerky
7497207,84334,Derek Martin,Karen3@gmail.com,4974 James Rest,England,UK,21,Male,Medium,Regular,6/23/2023,2023,June,6,76.58,765.85,Clothing,Zara,Shirt,Excellent,Cash,Pending,5,Flannel shirt
4085856,53685,Tina Burns,Kevin15@gmail.com,982 Jacqueline Union Suite 755,England,UK,21,Male,Medium,Regular,4/25/2023,2023,April,9,462.6,925.2,Home Decor,Home Depot,Tools,Good,Debit Card,Delivered,3,Wrench
6370206,79208,Nathan Lopez,Donald58@gmail.com,5745 Ochoa Keys,England,UK,21,Female,Medium,Regular,7/21/2023,2023,July,6,489.27,489.27,Clothing,Zara,Shirt,Good,Debit Card,Processing,3,Polo shirt
9987053,86439,Janet Gibson,John97@gmail.com,97727 Williams Flats Apt. 669,England,UK,21,Male,Medium,Regular,3/14/2023,2023,March,6,17,67.99,Home Decor,Home Depot,Tools,Good,Credit Card,Shipped,4,Level
7015513,51933,Charles Hayden,Bryce12@gmail.com,92596 Austin Common,England,UK,21,Female,Medium,Regular,5/29/2023,2023,May,10,150.24,1502.37,Clothing,Zara,Jeans,Excellent,PayPal,Shipped,4,High-waisted jeans
4536812,83175,Gabriel Clark,Justin76@gmail.com,425 Stein Springs,England,UK,21,Male,Medium,Regular,3/25/2023,2023,March,5,10.05,40.22,Books,HarperCollins,Fiction,Good,Credit Card,Processing,4,Historical fiction
5357279,27826,Joyce Griffin,Thomas2@gmail.com,8538 Tammy Radial,England,UK,21,Male,Medium,Regular,4/16/2023,2023,April,10,191.46,191.46,Books,HarperCollins,Fiction,Good,Cash,Pending,3,Science fiction
1805552,71440,Lauren Elliott,John54@gmail.com,909 Breanna Vista Suite 281,England,UK,21,Male,Medium,Regular,6/6/2023,2023,June,3,272.01,2176.08,Grocery,Pepsi,Water,Good,Credit Card,Pending,3,Mineral water
9016227,27527,Angela Johnson,Jessica18@gmail.com,3977 Cristina Common Apt. 734,England,UK,21,Female,Medium,Regular,8/2/2023,2023,August,5,184.43,737.72,Clothing,Nike,Shorts,Good,Cash,Pending,4,Athletic shorts
9942767,15490,Daniel Scott,Kim22@gmail.com,5193 Amanda Radial Suite 079,England,UK,21,Female,Medium,Regular,10/15/2023,2023,October,4,437.87,4378.65,Books,HarperCollins,Non-Fiction,Excellent,Debit Card,Pending,4,Self-help
9544821,49665,Bruce Ferguson,Amy60@gmail.com,92040 Christopher Lakes Suite 532,England,UK,21,Male,Medium,Regular,12/4/2023,2023,December,10,298.31,894.92,Electronics,Samsung,Tablet,Good,Debit Card,Shipped,4,Asus ZenPad
6733486,45323,Diana Anderson,Victoria90@gmail.com,5073 Alexander Drive,England,UK,21,Male,Medium,Regular,11/6/2023,2023,November,10,132,1188.04,Books,HarperCollins,Thriller,Good,PayPal,Delivered,3,Adventure
6321724,49585,Julian Welch,Steven85@gmail.com,384 Austin Creek Suite 283,England,UK,21,Male,Medium,Regular,2/16/2024,2024,February,4,146.29,438.87,Clothing,Nike,Shorts,Good,Cash,Pending,4,Swim trunks
6053779,84943,Veronica Burke,Miguel91@gmail.com,44069 Sandra Mount,England,UK,21,Female,Medium,Regular,3/31/2023,2023,March,7,257.01,1542.05,Books,Random House,Fiction,Average,Cash,Processing,2,Adventure
2195091,60027,William Clark,Daniel38@gmail.com,80412 Jackson Spur Apt. 423,England,UK,21,Male,Medium,Regular,2/7/2024,2024,February,3,383.64,3069.13,Books,Random House,Literature,Good,Debit Card,Pending,3,Classic literature
3462988,24063,Jacob Simon,Miranda89@gmail.com,73110 Tristan Unions Suite 571,England,UK,21,Female,Medium,Regular,4/17/2023,2023,April,4,146.54,1172.31,Home Decor,IKEA,Furniture,Good,Debit Card,Delivered,3,Bookshelf
1565597,95909,Roger Roberts,Lisa62@gmail.com,5178 Baker Mountains Suite 294,England,UK,21,Female,Medium,Regular,10/19/2023,2023,October,8,371.55,1486.19,Clothing,Nike,Shoes,Excellent,Credit Card,Delivered,5,Slippers
5682913,88475,John Chambers,Eric48@gmail.com,953 Quinn Drives Suite 557,England,UK,21,Male,Medium,Regular,9/26/2023,2023,September,3,389.54,389.54,Books,HarperCollins,Non-Fiction,Average,Debit Card,Processing,2,Travel
8172059,50101,Joshua Berry,Darryl34@gmail.com,14981 Edwin Squares Suite 032,England,UK,21,Female,Medium,Regular,8/1/2023,2023,August,4,318.56,318.56,Home Decor,Home Depot,Tools,Excellent,Credit Card,Delivered,4,Saw
3091056,47578,William Hall,Melissa85@gmail.com,64046 Obrien Street Suite 586,England,UK,21,Male,Medium,Regular,7/13/2023,2023,July,3,226.72,906.86,Clothing,Zara,Shirt,Excellent,PayPal,Shipped,5,Dress shirt
6146482,10366,Tracey Wilkinson,Shirley79@gmail.com,58652 Braun Mission Suite 811,England,UK,21,Female,Medium,Regular,3/4/2023,2023,March,9,229.73,689.18,Electronics,Apple,Smartphone,Good,Credit Card,Shipped,3,Motorola Moto
8707272,12854,Kristin Brown,Patricia84@gmail.com,88494 Nicole Wall Suite 356,England,UK,21,Female,Medium,Regular,1/2/2024,2024,January,7,361.23,1806.14,Clothing,Adidas,Jacket,Good,PayPal,Shipped,4,Windbreaker
6487337,12715,Katherine Hansen,Aaron18@gmail.com,35901 Williams Orchard,England,UK,21,Male,Medium,Regular,8/3/2023,2023,August,6,105.36,210.73,Home Decor,Bed Bath & Beyond,Bathroom,Good,Cash,Shipped,3,Toothbrush holder
9727749,50886,Steve Foster,Sandra56@gmail.com,3645 Shannon Ranch,England,UK,21,Female,Medium,Regular,1/31/2024,2024,January,1,141.63,991.39,Home Decor,Bed Bath & Beyond,Bathroom,Good,PayPal,Delivered,3,Toilet paper holder
9264565,60006,Grant Brown,Kathleen99@gmail.com,633 Timothy Streets Suite 963,England,UK,21,Male,Medium,Regular,10/6/2023,2023,October,9,184.5,1107.01,Clothing,Zara,Dress,Average,Cash,Pending,2,Casual dress
2575977,65490,Scott Garrison,Janice88@gmail.com,8733 Smith Rue Suite 732,England,UK,21,Male,Medium,Regular,10/30/2023,2023,October,5,347.17,2430.17,Clothing,Zara,Jeans,Good,Credit Card,Pending,3,Low-rise jeans
7676097,67695,Emily Mercer,Jordan42@gmail.com,742 Hooper Trafficway,England,UK,21,Male,Medium,Regular,11/5/2023,2023,November,9,223.85,671.55,Home Decor,Bed Bath & Beyond,Kitchen,Average,Debit Card,Pending,2,Food processor
1062236,33546,Jonathan Mccarty,Sylvia25@gmail.com,164 Robinson Pass,England,UK,21,Male,Medium,Regular,5/1/2023,2023,May,4,125.15,250.3,Clothing,Adidas,Jacket,Good,Debit Card,Processing,3,Leather jacket
5262538,56047,Amy Martinez,Andrea67@gmail.com,98221 Johnson Plains,England,UK,21,Female,Medium,Regular,8/28/2023,2023,August,5,192.82,1542.55,Books,Random House,Non-Fiction,Average,PayPal,Delivered,2,Psychology
7682621,38567,Jeremy Irwin,Robert8@gmail.com,3382 Russell Key,England,UK,21,Male,Medium,Regular,4/2/2023,2023,April,3,448.03,1344.09,Home Decor,IKEA,Furniture,Excellent,Debit Card,Shipped,4,Bed
8938399,93385,Gregory Gonzales,Justin23@gmail.com,7242 Smith Expressway,England,UK,21,Female,Medium,Regular,4/26/2023,2023,April,5,483.84,3870.76,Books,HarperCollins,Non-Fiction,Excellent,Credit Card,Processing,4,History
1750502,34636,Joshua Fritz PhD,Haley25@gmail.com,68721 Gonzalez Green Suite 573,England,UK,21,Male,Medium,Regular,3/27/2023,2023,March,8,48.39,96.78,Electronics,Sony,Smartphone,Average,PayPal,Delivered,2,LG G
6413365,56946,Roger Goodwin,Amy25@gmail.com,225 Lewis Viaduct,England,UK,21,Female,Medium,Regular,12/20/2023,2023,December,4,397.08,3176.6,Grocery,Pepsi,Juice,Average,Credit Card,Delivered,2,Orange juice
